source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'bloomberg', 'name': 'Bloomberg'}",Bloomberg,"AI, Iran war risks weigh on Indian IT firms’ earnings outlook","Earnings at Taiwan Semiconductor Manufacturing Co. will serve as a key reality check for Taiwan’s stock market, which remains in the grip of the AI boom",https://www.bloomberg.com/news/articles/2026-07-10/indian-it-firms-earnings-face-ai-middle-east-war-risks,https://bl-i.thgim.com/public/incoming/jnie97/article71203214.ece/alternates/LANDSCAPE_1200/IMG_iStock-1892817639_2_1_HMCNQTBO.jpg,2026-07-10 03:51:03+00:00,"HCL Technologies Ltd., Wipro Ltd. and Tech Mahindra Ltd. are set to report earnings as their investor base increasingly questions the value of traditional IT services in the age of artificial intelli… [+2739 chars]"
"{'id': None, 'name': 'Livemint'}",Jas Bardia,AI intensifies pricing war among IT services firms,Clients’ demand for AI-driven productivity gains has triggered an intense price war as technology companies of all sizes slash prices to win deals from clients that often choose vendors based on the lowest bid they receive for projects.,https://www.livemint.com/companies/ai-intensifies-pricing-war-among-it-services-firms-11785052071499.html,https://www.livemint.com/lm-img/img/2026/07/26/1600x900/logo/AI-OVERSIGHT-BOA_1785072492102_1785072492246_9bffea2f-2f55-41a5-8be8-e7d335f7a708.JPG,2026-07-27 00:00:48+00:00,"The pricing pressure is most acute in coding, application development and maintenance, where AI is automating a growing share of repetitive work. As a result, vendors are increasingly accepting lower… [+4760 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Akash Podishetti,"TCS Q1 Results: Profit rises 5% YoY to Rs 13,349 crore; co declares Rs 12/share dividend","TCS Q1 Results: TCS reported a 5% year-on-year rise in Q1FY27 consolidated net profit to Rs 13,349 crore, while revenue grew 14% to Rs 72,275 crore. The company declared an interim dividend of Rs 12 per share, maintained a healthy order book of $9.5 billion, …",https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-q1-results-profit-rises-5-yoy-to-rs-13349-crore-co-declares-rs-12/share-dividend/articleshow/132283875.cms,"https://img.etimg.com/thumb/msid-132283848,width-1200,height-630,imgsize-2089629,overlay-etmarkets/articleshow.jpg",2026-07-09 10:36:04+00:00,"India's largest IT services company, Tata Consultancy Services (TCS), on Thursday reported 5% year-on-year (YoY) growth in its consolidated net profit at Rs 13,349 crore for the first quarter. The sa… [+2007 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Mcap of nine of top-10 most valued firms erodes by Rs 2.74 lakh cr; HDFC Bank takes biggest hit,"Last week was tough for the Indian equity markets, with nine out of ten leading companies witnessing a decline in market value. HDFC Bank took the hardest blow, suffering a staggering loss exceeding one lakh crore rupees. Reliance Industries also saw a signif…",https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-nine-of-top-10-most-valued-firms-erodes-by-rs-2-74-lakh-cr-hdfc-bank-takes-biggest-hit/articleshow/132637704.cms,"https://img.etimg.com/thumb/msid-132637704,width-1200,height-630,imgsize-34744,overlay-etmarkets/articleshow.jpg",2026-07-26 07:20:07+00:00,"The combined market valuation of nine of the top-10 most valued firms eroded by Rs 2.74 lakh crore last week, in tandem with a bearish trend in equities, with HDFC Bank taking the biggest hit.Last we… [+2043 chars]"
"{'id': None, 'name': 'Europapress.es'}",portaltic,IBM y Red Hat automatizan la corrección de vulnerabilidades en el código abierto de las empresas con Lightwell,"IBM y Red Hat han anunciado el lanzamiento comercial de Lightwell, una plataforma que ofrece corrección automatizada de vulnerabilidades a escala para ayudar a las empresas a mitigar el riesgo del código abierto sin necesidad de actualizaciones disruptivas.",https://www.europapress.es/portaltic/empresas/noticia-ibm-red-hat-automatizan-correccion-vulnerabilidades-codigo-abierto-empresas-lightwell-20260710113453.html,https://img.europapress.es/fotoweb/fotonoticia_20260710113453_1200.jpg,2026-07-10 09:34:53+00:00,"MADRID, 10 Jul. (Portaltic/EP) - 
 IBM y Red Hat han anunciado el lanzamiento comercial de Lightwell, una plataforma que ofrece corrección automatizada de vulnerabilidades a escala para ayudar a las… [+2447 chars]"
"{'id': None, 'name': 'BusinessLine'}",Vallari Sanzgiri,"TCS Q1 results: Net profit rises 4.7% to ₹13,420 crore, AI revenue tops $2.6 billion","TCS Q1 profit rose 4.7% to ₹13,420 crore as revenue climbed 14%. AI revenue topped $2.6 billion, order book stood at $9.5 billion and dividend was ₹12/share.",https://www.thehindubusinessline.com/info-tech/tcs-q1-results-net-profit-rises-47-to-13420-crore-ai-revenue-tops-26-billion/article71202034.ece,https://bl-i.thgim.com/public/incoming/90ji2n/article70857876.ece/alternates/LANDSCAPE_1200/2026-04-06T064249Z_137221700_RC2P56AJYW9G_RTRMADP_3_INDIA-IT-RESULTS-PREVIEW.JPG,2026-07-09 11:24:05+00:00,"Tata Consultancy Services (TCS) net profit grew 4.7 per cent to 13,420 crore for the first quarter of the financial year 2026-27, led by positive annual growth across most verticals and AI-transforma… [+3640 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,"TCS shares close 1% higher after Q1 earnings beat; valuation zooms ₹7,706 cr","TCS shares rise 1% after strong Q1 earnings and optimistic demand outlook, boosting market valuation by ₹7,706 crore.",https://www.thehindubusinessline.com/markets/stock-markets/tcs-shares-close-1-higher-after-q1-earnings-beat-valuation-zooms-7706-cr/article71206520.ece,https://bl-i.thgim.com/public/incoming/fsfhv0/article71206558.ece/alternates/LANDSCAPE_1200/2026-04-06T064249Z_137221700_RC2P56AJYW9G_RTRMADP_3_INDIA-IT-RESULTS-PREVIEW.JPG,2026-07-10 12:49:53+00:00,"Shares of TCS ended 1 per cent higher on Friday after the country's largest IT services company reported a 4.61 per cent increase in its June-quarter net profit, and guided towards an improvement in … [+2687 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETtech,TCS and Google Cloud launch Gemini Experience Center in Kolkata,"Tata Consultancy Services and Google Cloud have opened a new Gemini Experience Center in Kolkata. This facility will help consumer businesses develop and deploy agentic artificial intelligence solutions. The center is TCS's eighth globally and third in India,…",https://economictimes.indiatimes.com/tech/technology/tcs-and-google-cloud-launch-gemini-experience-center-in-kolkata/articleshow/132433314.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-48742,resizemode-75,msid-132433314/tech/technology/tcs-and-google-cloud-launch-gemini-experience-center-in-kolkata.jpg",2026-07-16 08:03:53+00:00,"Tata Consultancy Services (TCS) and Google Cloud have launched a Gemini Experience Center in Kolkata to help consumer businesses develop and deploy agentic artificial intelligence (AI) solutions, acc… [+992 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"IT stocks recover on US tech rally, value edge","IT stocks surged on Thursday, with the Nifty IT index climbing over 4.7% and leading gains on the NSE. This rebound followed recent losses, driven by a US tech rally and anticipation of quarterly results. Large-cap firms like Infosys and TCS saw significant j…",https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-recover-on-us-tech-rally-value-edge/articleshow/132150288.cms,"https://img.etimg.com/thumb/msid-132150284,width-1200,height-630,imgsize-313966,overlay-etmarkets/articleshow.jpg",2026-07-03 00:19:47+00:00,"Mumbai: Information technology stocks bounced back strongly on Thursday, with investors returning to the sector after several days of losses.The Nifty IT index rose more than 4.7%, breaking a four-da… [+2342 chars]"
"{'id': 'fortune', 'name': 'Fortune'}",Nicholas Gordon,‘Devin-kun’: Japan embraces agents as legacy code and a shrinking workforce create a perfect market for an AI software engineer,"Cognition AI opened its first Asia office in Tokyo earlier this year. ""The country is running on aging infrastructure with a declining workforce.""",https://fortune.com/2026/07/03/devin-kun-cognition-ai-japan-russell-kaplan/,"https://fortune.com/img-assets/wp-content/uploads/2026/07/GettyImages-2281047894-e1782981473594.jpg?resize=1200,600",2026-07-03 21:00:00+00:00,"Japanfamously slow to adopt digital technologies common across the developed worldhas become a surprisingly fast adopter of AI, as it confronts both a shrinking population and aging digital infrastru… [+6108 chars]"
"{'id': None, 'name': 'BusinessLine'}","KS Badri Narayanan, Team BL","TCS Q1 Results LIVE: TCS set to announce Q1 FY27 earnings today; IT sector, Street outlook in focus","TCS Q1 Results LIVE: Follow our live coverage as Tata Consultancy Services announces its Q1 FY27 earnings. Track management commentary, key financial metrics, share price movement, and the latest updates from the earnings season, including results from Anand …",https://www.thehindubusinessline.com/markets/stock-markets/tata-consultancy-service-earnings-tcs-q1-results-today-live-news-updates-09-july-2026/article71200856.ece,https://bl-i.thgim.com/public/markets/stock-markets/3rirob/article71200855.ece/alternates/LANDSCAPE_1200/Stock%20market%20live%20today.jpg,2026-07-09 03:45:12+00:00,"Brokerages continue to remain cautious on the Indian IT sector amid an evolving global technology spending environment.
HSBC said Indian IT companies would benefit if the global artificial intellige… [+1114 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Debaroti Adhikary,TCS announces interim dividend of Rs 12 per share. Check record date,Tata Consultancy Services announced an interim dividend of Rs 12 per share for shareholders. The IT major reported a 5% year-on-year profit increase for the first quarter. Its revenue from operations also saw a significant 14% rise during the same period.,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-announces-interim-dividend-of-rs-12-per-share-check-record-date/articleshow/132284195.cms,"https://img.etimg.com/thumb/msid-132284203,width-1200,height-630,imgsize-211008,overlay-etmarkets/articleshow.jpg",2026-07-09 10:50:56+00:00,"Tata Consultancy Services (TCS) on Thursday declared an interim dividend of Rs 12 per share with a face value of Re 1 each, along with its results for the April-June quarter of FY26.The IT bellwether… [+2547 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ranjit Shinde,"TCS' next growth phase hinges on AI investments, not just deal momentum","Tata Consultancy Services reported flat dollar revenue and margin contraction in the June quarter.  AI revenue shows growth but remains a small part of total earnings.  The company paid significant dividends, impacting its ability to invest internally.  Susta…",https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-next-growth-phase-hinges-on-ai-investments-not-just-deal-momentum/articleshow/132300643.cms,"https://img.etimg.com/thumb/msid-132300647,width-1200,height-630,imgsize-49158,overlay-etmarkets/articleshow.jpg",2026-07-10 00:45:06+00:00,"ET Intelligence Group: The performance of Tata Consultancy Services (TCS) in the June 2026 quarter was on expected lines with sequentially flat dollar revenue, margin contraction and sustained order … [+2491 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,Kodagu SIR gathers pace with 83% coverage,"Kodagu district’s Special Intensive Revision covers 83.2% voters as BLOs distribute 3.9 lakh forms across Madikeri and Virajpet; 275 deceased, 42 duplicates.",https://timesofindia.indiatimes.com/city/mysuru/kodagu-sir-gathers-pace-with-83-coverage/articleshow/132285218.cms,"https://static.toiimg.com/thumb/msid-132285215,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-09 11:22:11+00:00,"Follow Us On Social Media
'I had to push myself': Raashii Khanna pens emotional note after wrapping up Akshay Kumar and Vidya Balan starrer despite illness and injuriesWork. Stress. Repeat. Then com… [+1967 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,Villager injured as tree crashes onto moving car in Kodagu,"Kodagu rains: 60-year-old injured as tree falls on moving car in Aikola near Murnadu; 410mm at Talacauvery, power outages as 60+ poles damaged.",https://timesofindia.indiatimes.com/city/mysuru/villager-injured-as-tree-crashes-onto-moving-car-in-kodagu/articleshow/132285471.cms,"https://static.toiimg.com/thumb/msid-132285467,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-09 11:33:19+00:00,"Follow Us On Social Media
'I had to push myself': Raashii Khanna pens emotional note after wrapping up Akshay Kumar and Vidya Balan starrer despite illness and injuriesWork. Stress. Repeat. Then com… [+1967 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,"Jhalawar woman delivers quadruplets, three newborns serious","Jhalawar woman Jyoti Kashyap delivers rare quadruplets at Govt Women’s Hospital; three girls and a boy, all low birth weight and admitted to NICU, mother stable.",https://timesofindia.indiatimes.com/city/jaipur/jhalawar-woman-delivers-quadruplets-three-newborns-serious/articleshow/132285020.cms,"https://static.toiimg.com/thumb/msid-132285018,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-09 11:15:01+00:00,"<ul><li>News</li>
<li>Jhalawar woman delivers quadruplets, three newborns serious</li></ul>
Follow Us On Social Media
Monsoon horror: Snake slithers into Jharkhand school hostel, kills 12-year-old… [+1877 chars]"
"{'id': None, 'name': 'BusinessLine'}",Renil  S Varghese,"Top Business & Market Headlines Today — BL Morning Report, July 10, 2026","BL Morning Report, July 10, 2026: Get today’s top business news, market headlines about key market insights, economic highlights, and the latest updates from India and global markets.",https://www.thehindubusinessline.com/multimedia/audio/top-business-amp-market-headlines-today-bl-morning-report-july-10-2026/article71203608.ece,https://bl-i.thgim.com/public/incoming/2828uq/article71205108.ece/alternates/LANDSCAPE_1200/Copy%20of%20BL%20Morning%20report%201920%20x%201080%20px.jpg,2026-07-10 02:57:15+00:00,"Welcome to The Morning Report, brought to you by Renil S Vargheseyour quick dive into the top stories shaping the business world today. Fast, insightful, and to the point.
1. US launches major H-1B … [+3045 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ritesh Presswala,Newgen Software shares surge 15% as broad-based IT stocks rally,"Newgen Software shares experienced a significant surge, mirroring a broader IT sector advance. The company announced key leadership changes, appointing Tarun Nandwani as CEO. Investors await the Q1 FY27 results on July 16 for business outlook. The stock shows…",https://economictimes.indiatimes.com/markets/stocks/news/newgen-software-shares-surge-15-as-broad-based-it-stocks-rally/articleshow/132306697.cms,"https://img.etimg.com/thumb/msid-132306811,width-1200,height-630,imgsize-13847,overlay-etmarkets/articleshow.jpg",2026-07-10 08:11:05+00:00,"Newgen Software Technologies shares surged 14.63% to Rs 541.65 during Friday's trading session, riding a broad-based rally in the information technology sector. The stock gained alongside leading IT … [+2467 chars]"
"{'id': None, 'name': 'Livemint'}",Ayaan Kartik,"Tata Agratas increases loan to more than £1 billion, pushes back repayment deadline as battery project accelerates","Tata Group's UK battery unit Agratas will draw £1.15 billion in loans, a 53% increase, with lenders extending the repayment deadline to September 2027 as the Somerset gigafactory nears completion. The expanded funding follows a £350 million UK government gran…",https://www.livemint.com/companies/tata-group-agratas-loan-debt-jaguar-land-rover-jlr-batteries-uk-government-energy-11782989055376.html,https://www.livemint.com/lm-img/img/2026/07/02/1600x900/logo/INDIA-TECH--16_1760108078411_1760108093593_1782997344651_79b49be7-5663-42df-9a09-bde487d4de6b.JPG,2026-07-03 00:30:31+00:00,"The Company has received credit committee approval from the banking syndicate for this loan to be increased from £750m to £1,150m and for the repayment date to be extended to 30 September 2027. The l… [+4232 chars]"
"{'id': None, 'name': 'Livemint'}",Sheetal Goel,What Parag Parikh Flexi Cap Fund bought and sold in June 2026: Top 10 holdings revealed,"Parag Parikh Flexi Cap Fund is India's largest open-ended equity scheme with an AUM of ₹1.43 lakh crore. The fund increased its exposure to HDFC Bank, ICICI Bank and ITC in June, while trimming its holdings in Microsoft, Alphabet, Amazon and Meta Platforms.&n…",https://www.livemint.com/money/personal-finance/what-parag-parikh-flexi-cap-fund-bought-and-sold-in-june-2026-top-10-holdings-revealed-11783562514013.html,https://www.livemint.com/lm-img/img/2026/07/09/1600x900/logo/flexi_cap_fund_1783566539300_1783566553611_fc44e556-5bc7-462f-9c21-3d442bf48f1a.png,2026-07-09 03:44:42+00:00,"Parag Parikh Flexi Cap Fund is the largest open-ended equity scheme in India, managing assets of around 1.43 lakh crore as of June 2026.
Flexi cap funds invest across large-cap, mid-cap and small-ca… [+5168 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",The Times Of India,"Stock market today: Sensex falls over 225 points; Nifty slips below 24,200 in afternoon trade","Stock market is headed for a crucial phase as investors assess a mix of corporate earnings, domestic economic indicators and global developments. Qua",https://timesofindia.indiatimes.com/business/india-business/sensex-stock-market-today-21-july-2026-live-updates-nse-bse-gift-nifty-50-top-gainers-losers-mcx-stocks-in-focus-market-news/liveblog/132526931.cms,"https://static.toiimg.com/thumb/msid-132526931,width-1280,height-720,imgsize-57076,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-21 03:03:53+00:00,"Benchmark equity indices ended lower on Monday, weighed down by sharp losses in HDFC Bank and Axis Bank following their quarterly earnings, while renewed US-Iran tensions also dampened investor senti… [+623 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Automation Outsourcing Global Market Report 2026,"The automation outsourcing market is rapidly expanding, driven by increasing demand for operational efficiency and AI-driven solutions. Key opportunities lie in adopting intelligent automation, cloud-based platforms, and RPA services across various sectors. G…",https://www.globenewswire.com/news-release/2026/07/02/3321187/28124/en/Automation-Outsourcing-Global-Market-Report-2026.html,https://ml.globenewswire.com/Resource/Download/87a715c7-e4a2-49f3-8118-f18a9a69ee67,2026-07-02 09:32:00+00:00,"Dublin, July 02, 2026 (GLOBE NEWSWIRE) -- The ""Automation Outsourcing Global Market Report 2026"" has been added to ResearchAndMarkets.com's offering.
The automation outsourcing market size has exper… [+28033 chars]"
"{'id': None, 'name': 'Livemint'}",Jas Bardia,"Why Infosys picked Dash: AI bets, continuity and the search for stability",Infosys’ decision to name company veteran Ashiss Dash as its next CEO is a bet on continuity and AI leadership to navigate an uncertain future for IT services.,https://www.livemint.com/companies/why-infosys-picked-ashiss-dash-ai-bets-continuity-search-for-stability-11784865145992.html,https://www.livemint.com/lm-img/img/2026/07/24/1600x900/logo/INDIA-IT-RESULTS-PREVIEW-1_1776939742226_1776939758596_1784871835945_b34b982f-87f7-4377-95ef-557099f981df.JPG,2026-07-24 05:51:02+00:00,"Early on in his career, he began focusing on quality program execution and growing relationships that were believed to have peaked. The company noticed his hunger and his drive and he was invited to … [+5674 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Rising Demand for Explainable AI Solutions Propel Growth in Digital Ethics Market,"Opportunities in the AI digital ethics market are driven by expanding regulatory frameworks, demand for trustworthy AI, ethics-by-design development, and cross-border compliance. Growing public concern over data privacy enhances market demand, while AI ethics…",https://www.globenewswire.com/news-release/2026/07/06/3322198/28124/en/Rising-Demand-for-Explainable-AI-Solutions-Propel-Growth-in-Digital-Ethics-Market.html,https://ml.globenewswire.com/Resource/Download/99212b8b-6503-42e0-96f7-eabc4b6349c1,2026-07-06 08:20:00+00:00,"Dublin, July 06, 2026 (GLOBE NEWSWIRE) -- The ""AI in Digital Ethics Market Report 2026"" has been added to ResearchAndMarkets.com's offering.
The artificial intelligence (AI) in digital ethics market… [+6318 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Debaroti Adhikary,Reliance market value now equals India's top five IT companies combined,"A sharp selloff in Indian IT stocks has reduced the combined market capitalisation of the top five IT firms to nearly match Reliance Industries at around ₹18 lakh crore. AI disruption fears, weak technology spending and macro uncertainty continue to pressure …",https://economictimes.indiatimes.com/markets/stocks/news/reliance-market-value-now-equals-indias-top-five-it-companies-combined/articleshow/132175237.cms,"https://img.etimg.com/thumb/msid-132175243,width-1200,height-630,imgsize-34218,overlay-etmarkets/articleshow.jpg",2026-07-04 05:19:42+00:00,"After a steep correction in Indias much-touted IT stocks, the combined market capitalisation of Indias top five IT companies now nearly equals to that of Mukesh Ambani-led Reliance Industries at near… [+3718 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"TCS headcount rises by 9,200 to 593,798 employees","Voluntary attrition in the company's IT services business, measured on a last-twelve-months basis, stood at 13.6%, a level the company has broadly maintained in recent quarters, according to the quarterly factsheet by the company.",https://economictimes.indiatimes.com/tech/information-tech/tcs-headcount-rises-by-9200-to-593798-employees/articleshow/132288260.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-22380,resizemode-75,msid-132288260/tech/information-tech/tcs-headcount-rises-by-9200-to-593798-employees.jpg",2026-07-09 13:40:08+00:00,"Tata Consultancy Services (TCS) on Thursday reported that its headcount for the quarter ended June had risen to 593,798, or roughly by 9,300 employees over the previous quarter.In Q4 FY26, the headco… [+1831 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,"AMD sees compute mkt zooming to $2 trillion by 2030, launches new products",The company also expects the global server CPU market to expand more than eight-fold to over $200 billion by 2030 from about $25 billion today,https://www.thehindubusinessline.com/info-tech/computers-and-laptops/amd-sees-compute-mkt-zooming-to-2-trillion-by-2030-launches-new-products/article71261175.ece,https://bl-i.thgim.com/public/incoming/s6kw8p/article70638509.ece/alternates/LANDSCAPE_1200/2026-02-12T024253Z_718613166_RC2LEGAAEHL5_RTRMADP_3_USA-APPLIED-MATERIALS.JPG,2026-07-24 08:06:25+00:00,"Growing use of artificial intelligence (AI) across all spheres is set to take the overall market for compute infrastructure to $2 trillion by 2030 from $365 billion in 2025, global semiconductor majo… [+5378 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Bloomberg News,Shapoorji Refinancing Delays Spur Some Bondholders to Seek Exit,"Some bondholders of Shapoorji Pallonji Group, India’s largest private credit borrower, are attempting to sell debt linked to one of its units as prolonged refinancing talks test investor patience, people familiar with the matter said.",https://financialpost.com/pmn/business-pmn/shapoorji-refinancing-delays-spur-some-bondholders-to-seek-exit,No Image,2026-06-29 03:58:51+00:00,"(Bloomberg) Some bondholders of Shapoorji Pallonji Group, Indias largest private credit borrower, are attempting to sell debt linked to one of its units as prolonged refinancing talks test investor p… [+4913 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Pradeep Gupta,"Dombivli hospital assault case: Shiv Sena neta Ramesh Mhatre cites high BP, vomiting to seek virtual court appearance; judge rejects plea","A Kalyan court rejected a police request to produce Shiv Sena corporator Ramesh Mhatre via video conference. Mhatre, arrested for assaulting hospital staff, complained of health issues after his arrest. The court ordered his physical production, denying the p…",https://timesofindia.indiatimes.com/city/mumbai/dombivli-hospital-assault-case-shiv-sena-neta-ramesh-mhatre-cites-high-bp-vomiting-to-seek-virtual-court-appearance-judge-rejects-plea/articleshow/132285008.cms,"https://static.toiimg.com/thumb/msid-132285211,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-09 11:29:44+00:00,"<ul><li>News</li>
<li>City News</li>
<li>mumbai News</li>
<li>Dombivli hospital assault case: Shiv Sena neta Ramesh Mhatre cites high BP, vomiting to seek virtual court appearance; judge rejects p… [+2181 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TOI Education,Gujarat PGCET 2026 final answer key out; result expected by July 10: Direct link to download here,"The Admission Committee for Professional Courses (ACPC), Gujarat, has released the Gujarat PGCET 2026 final answer key for ME and MTech admissions. Candidates can download the subject-wise answer keys to estimate their scores using the official marking scheme…",https://timesofindia.indiatimes.com/education/news/gujarat-pgcet-2026-final-answer-key-out-result-expected-by-july-10-direct-link-to-download-here/articleshow/132284475.cms,"https://static.toiimg.com/thumb/msid-132285109,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-09 11:18:47+00:00,"<ul><li>News</li>
<li>Education News</li>
<li>News</li>
<li>Gujarat PGCET 2026 final answer key out; result expected by July 10: Direct link to download here</li></ul>
Follow Us On Social Media
… [+1955 chars]"
